student_id,class_level,department,strength_level,term1_avg,term2_avg,term3_avg,session_avg,consistency_score,performance_trend,t1_Mathematics,t1_English_Language,t1_Basic_Science,t1_Social_Studies,t1_Civic_Education,t1_Physical_Education,t1_Cultural_and_Creative_Arts,t1_Computer_Studies,t1_Business_Studies,t1_Agricultural_Science,t1_Home_Economics,t1_French,t2_Mathematics,t2_English_Language,t2_Basic_Science,t2_Social_Studies,t2_Civic_Education,t2_Physical_Education,t2_Cultural_and_Creative_Arts,t2_Computer_Studies,t2_Business_Studies,t2_Agricultural_Science,t2_Home_Economics,t2_French,t3_Mathematics,t3_English_Language,t3_Basic_Science,t3_Social_Studies,t3_Civic_Education,t3_Physical_Education,t3_Cultural_and_Creative_Arts,t3_Computer_Studies,t3_Business_Studies,t3_Agricultural_Science,t3_Home_Economics,t3_French,science_aptitude_score,arts_aptitude_score,commercial_aptitude_score,best_subject,best_subject_score,weak_subject,weak_subject_score,grade_A_count,grade_B_count,grade_C_count,grade_D_count,grade_E_count,grade_F_count,career_path,t1_Physics,t1_Chemistry,t1_Biology,t1_Further_Mathematics,t1_Computer_Science,t1_Geography,t2_Physics,t2_Chemistry,t2_Biology,t2_Further_Mathematics,t2_Computer_Science,t2_Geography,t3_Physics,t3_Chemistry,t3_Biology,t3_Further_Mathematics,t3_Computer_Science,t3_Geography,t1_Literature_in_English,t1_Government,t1_CRS_IRK,t1_History,t1_Economics,t1_Yoruba_Hausa_Igbo,t2_Literature_in_English,t2_Government,t2_CRS_IRK,t2_History,t2_Economics,t2_Yoruba_Hausa_Igbo,t3_Literature_in_English,t3_Government,t3_CRS_IRK,t3_History,t3_Economics,t3_Yoruba_Hausa_Igbo,t1_Accounting,t1_Commerce,t1_Office_Practice,t1_Insurance,t2_Accounting,t2_Commerce,t2_Office_Practice,t2_Insurance,t3_Accounting,t3_Commerce,t3_Office_Practice,t3_Insurance
992,SSS1,Science,low,60.83,58.26,67.16,62.08,92.52,Improving,83.1,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,0.0,74.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,80.8,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.0,74.08,57.5,80.8,Physics,85.6,Computer_Science,41.1,4,1,2,1,1,0,Engineering & Technology,71.8,70.0,62.3,66.2,64.2,54.0,68.7,71.2,62.2,72.9,46.0,30.3,85.6,80.3,72.5,84.2,41.1,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,SSS1,Science,low,66.56,60.77,58.96,62.1,93.52,Declining,71.5,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,0.0,0.0,62.5,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,0.0,0.0,76.3,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,0.0,0.0,66.08,47.9,76.3,Further_Mathematics,80.3,Agricultural_Science,37.2,2,1,2,3,0,1,Engineering & Technology,79.4,79.7,63.9,76.4,58.1,54.4,61.3,81.8,44.0,67.3,57.4,53.8,59.1,74.2,47.4,80.3,59.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,SSS1,Science,low,63.42,61.44,62.03,62.3,98.34,Stable,67.5,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,0.0,0.0,76.7,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0.0,0.0,74.2,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3,0.0,0.0,62.85,53.6,74.2,Mathematics,74.2,Computer_Science,45.9,0,4,4,1,0,0,Computer Science & IT,84.0,51.4,63.0,67.9,71.5,53.3,78.7,54.6,38.9,79.1,76.1,45.7,59.3,70.9,58.3,68.5,45.9,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,SSS1,Science,average,61.13,67.91,62.21,63.75,94.05,Stable,58.4,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,78.7,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,0.0,0.0,71.1,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0.0,0.0,68.17,48.5,71.1,Biology,75.3,Geography,44.1,1,3,3,1,1,0,Computer Science & IT,77.3,64.1,46.2,66.8,67.9,56.9,76.7,54.6,65.2,90.7,61.8,58.1,69.5,54.1,75.3,74.9,64.1,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,SSS1,Science,average,79.57,77.88,77.57,78.34,98.24,Stable,72.7,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,81.3,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,0.0,0.0,55.1,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,0.0,0.0,81.88,68.3,55.1,Biology,100.0,Mathematics,55.1,6,1,2,0,0,0,Medicine & Health Sciences,100.0,100.0,97.8,61.9,76.9,88.1,60.6,91.7,88.6,46.1,78.9,87.6,91.8,90.4,100.0,75.3,78.7,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,SSS1,Science,low,55.69,52.09,54.33,54.04,97.03,Stable,63.2,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,50.8,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,56.6,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8,0.0,0.0,58.77,54.6,56.6,Computer_Science,69.4,Geography,24.0,0,1,6,1,0,1,Computer Science & IT,68.5,32.3,58.6,51.3,66.6,55.1,68.8,40.8,40.9,69.2,51.7,46.2,63.1,48.4,53.8,61.3,69.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,SSS1,Science,high,80.78,85.69,91.3,85.92,91.4,Improving,85.3,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,0.0,0.0,100.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9,0.0,0.0,100.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2,0.0,0.0,95.52,69.2,100.0,Mathematics,100.0,English_Language,69.2,8,1,0,0,0,0,Medicine & Health Sciences,83.7,91.9,100.0,65.6,86.5,64.9,84.7,96.8,95.5,75.7,83.7,91.7,100.0,89.9,100.0,95.1,88.1,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,SSS1,Science,low,54.33,57.96,58.78,57.02,96.13,Improving,65.1,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,71.6,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,74.2,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,64.87,43.5,74.2,Computer_Science,87.0,English_Language,43.5,1,2,3,1,2,0,Computer Science & IT,44.5,47.5,37.7,64.0,75.2,56.2,69.6,42.9,59.1,64.6,62.1,51.4,66.1,56.2,43.8,61.9,87.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,SSS1,Science,average,70.92,64.81,75.37,70.37,91.34,Improving,64.6,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,0.0,70.9,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6,0.0,0.0,84.7,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,0.0,0.0,77.32,82.9,84.7,Further_Mathematics,96.6,Computer_Science,54.3,5,1,3,0,0,0,Engineering & Technology,54.7,94.4,70.3,88.3,46.9,85.0,70.7,80.0,68.0,88.8,57.9,41.9,91.4,75.0,61.9,96.6,54.3,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,SSS1,Science,average,76.6,83.16,77.24,79.0,94.09,Stable,82.7,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,86.6,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,0.0,0.0,82.9,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,0.0,0.0,79.32,76.3,82.9,Chemistry,86.1,Geography,64.9,6,2,1,0,0,0,Medicine & Health Sciences,90.7,100.0,93.4,49.4,89.6,56.4,95.9,87.5,96.8,71.8,68.9,62.2,85.8,86.1,81.9,69.5,69.7,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,SSS1,Science,average,63.67,71.08,66.79,67.18,93.92,Stable,46.8,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,57.8,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,0.0,0.0,71.0,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,0.0,0.0,62.9,62.4,71.0,Agricultural_Science,82.3,Chemistry,54.6,2,2,5,0,0,0,Agriculture & Environmental Sciences,65.2,77.7,67.1,60.9,60.8,75.6,74.4,76.5,79.3,75.9,57.8,87.3,74.0,54.6,62.2,55.1,60.5,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,SSS1,Science,average,74.23,69.98,77.1,73.77,94.15,Stable,82.3,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,0.0,0.0,77.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,0.0,0.0,91.1,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2,0.0,0.0,82.02,58.1,91.1,Physics,96.1,English_Language,58.1,5,2,2,0,0,0,Engineering & Technology,91.0,93.0,80.3,86.4,49.2,74.2,99.6,75.6,63.8,72.8,57.4,62.8,96.1,90.8,66.3,79.6,68.2,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,SSS1,Science,high,87.01,90.86,87.68,88.52,96.64,Stable,97.2,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,0.0,0.0,96.6,74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,0.0,0.0,100.0,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,0.0,0.0,91.48,68.6,100.0,Mathematics,100.0,English_Language,68.6,8,1,0,0,0,0,Medicine & Health Sciences,91.7,88.4,100.0,75.5,89.8,77.9,95.3,100.0,100.0,85.3,85.1,84.7,92.3,100.0,90.8,83.5,82.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,SSS1,Science,average,76.0,73.27,85.41,78.23,89.6,Improving,93.6,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,0.0,0.0,71.9,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,93.1,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,0.0,0.0,92.65,78.9,93.1,Physics,100.0,Agricultural_Science,65.4,7,2,0,0,0,0,Medicine & Health Sciences,96.5,84.2,78.2,59.4,64.9,72.3,92.2,53.6,92.0,68.2,67.6,90.1,100.0,96.7,88.2,87.8,90.1,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,SSS1,Science,high,83.94,78.43,78.24,80.2,94.71,Declining,90.2,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,0.0,0.0,100.0,71.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,77.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,83.52,65.1,77.0,Chemistry,96.5,Agricultural_Science,55.5,6,1,2,0,0,0,Computer Science & IT,93.1,82.4,66.8,98.3,100.0,87.9,83.6,80.0,57.9,82.9,77.5,68.4,80.5,96.5,60.3,94.8,92.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,SSS1,Science,low,61.41,67.79,63.64,64.28,94.71,Stable,65.6,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,0.0,80.7,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2,0.0,0.0,54.3,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,0.0,0.0,65.72,70.3,54.3,Chemistry,85.2,Computer_Science,50.6,1,3,5,0,0,0,Medicine & Health Sciences,63.8,52.6,72.4,55.4,51.3,74.3,68.1,71.6,82.6,53.9,65.6,55.4,72.8,85.2,67.6,63.8,50.6,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,SSS1,Science,average,71.26,70.57,69.5,70.44,98.55,Stable,68.3,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3,0.0,0.0,69.1,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,0.0,0.0,70.3,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,66.05,52.1,70.3,Geography,96.2,English_Language,52.1,2,3,4,0,0,0,Agriculture & Environmental Sciences,79.9,85.7,82.0,56.4,61.7,82.2,59.2,88.3,82.6,56.6,58.5,79.9,64.3,74.0,71.6,61.9,54.2,96.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,SSS1,Science,low,60.43,60.09,59.21,59.91,98.97,Stable,72.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,70.9,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9,0.0,0.0,74.4,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,0.0,0.0,64.38,57.5,74.4,Chemistry,91.9,Geography,40.8,1,1,4,1,2,0,Engineering & Technology,64.4,71.4,46.3,62.5,58.3,56.1,60.9,76.9,67.7,61.7,58.5,37.0,62.3,91.9,56.9,58.9,41.9,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,SSS1,Science,average,65.02,69.58,76.39,70.33,90.66,Improving,88.7,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,0.0,64.4,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8,0.0,0.0,100.0,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,82.08,51.7,100.0,Mathematics,100.0,English_Language,51.7,4,2,3,0,0,0,Computer Science & IT,83.4,56.9,45.1,73.5,63.4,65.0,100.0,42.3,67.1,81.8,90.9,41.8,84.3,74.9,58.8,100.0,74.5,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,SSS1,Science,high,85.08,90.62,90.56,88.75,94.8,Improving,100.0,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7,0.0,0.0,99.0,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,0.0,95.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,0.0,0.0,90.63,100.0,95.3,English_Language,100.0,Further_Mathematics,69.5,8,1,0,0,0,0,Medicine & Health Sciences,97.6,95.9,100.0,81.2,61.2,82.0,86.5,100.0,100.0,76.6,75.9,100.0,92.6,100.0,100.0,69.5,86.4,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,SSS1,Science,average,68.87,67.23,64.58,66.89,96.47,Declining,100.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,0.0,0.0,89.3,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7,0.0,0.0,61.8,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.0,69.88,65.6,61.8,Computer_Science,79.8,Geography,41.8,3,2,3,0,1,0,Computer Science & IT,83.8,44.6,56.4,57.2,77.5,79.7,72.9,60.5,55.3,69.9,84.5,56.9,58.8,66.2,75.1,77.6,79.8,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,SSS1,Science,high,77.98,70.54,72.32,73.61,93.66,Declining,79.3,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9,0.0,0.0,40.6,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,57.5,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6,0.0,0.0,68.27,68.8,57.5,Agricultural_Science,88.6,Mathematics,57.5,3,4,2,0,0,0,Agriculture & Environmental Sciences,88.0,96.0,73.6,69.0,57.1,87.0,54.5,86.6,82.5,66.4,57.9,77.8,64.5,82.3,74.5,65.3,65.5,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,SSS1,Science,average,73.64,77.78,70.9,74.11,94.34,Stable,62.1,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0,0.0,90.1,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.0,0.0,74.5,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0.0,0.0,77.23,47.9,74.5,Physics,96.1,English_Language,47.9,4,2,2,1,0,0,Medicine & Health Sciences,67.5,76.0,88.2,72.9,74.5,81.6,92.1,95.6,86.4,96.0,60.7,60.9,96.1,88.9,78.0,50.7,75.2,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,SSS1,Science,average,76.03,74.18,78.03,76.08,96.86,Stable,100.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,0.0,83.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,0.0,0.0,90.2,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,0.0,0.0,80.87,77.7,90.2,Biology,94.7,Further_Mathematics,58.9,5,3,1,0,0,0,Medicine & Health Sciences,81.0,78.8,91.6,64.0,64.8,75.4,81.7,100.0,86.5,58.5,48.8,68.4,81.5,89.2,94.7,58.9,70.7,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,SSS1,Science,low,55.93,56.89,57.04,56.62,99.02,Stable,68.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,0.0,0.0,72.9,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,0.0,0.0,64.8,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,0.0,0.0,52.97,61.6,64.8,Agricultural_Science,76.7,Biology,44.5,1,0,7,0,1,0,Computer Science & IT,50.5,35.5,47.3,81.4,63.0,52.1,60.9,54.9,57.8,69.1,54.1,48.0,56.6,50.0,44.5,50.4,51.5,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,SSS1,Science,high,88.04,88.08,87.36,87.83,99.34,Stable,88.4,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,0.0,0.0,100.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0.0,0.0,92.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,89.98,82.0,92.0,Chemistry,100.0,Further_Mathematics,74.4,8,1,0,0,0,0,Medicine & Health Sciences,100.0,85.8,100.0,77.0,78.0,86.1,100.0,100.0,100.0,86.4,78.5,75.9,90.7,100.0,87.8,74.4,95.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,SSS1,Science,average,63.01,68.4,72.07,67.83,92.56,Improving,81.9,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7,0.0,0.0,78.3,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,0.0,0.0,73.1,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,0.0,78.05,65.6,73.1,Physics,100.0,Biology,40.6,4,2,2,0,1,0,Engineering & Technology,72.0,63.2,49.3,77.3,47.3,62.7,80.4,73.3,60.6,53.2,70.1,58.0,100.0,92.2,40.6,75.3,87.1,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,SSS1,Science,average,67.5,78.12,72.76,72.79,91.33,Improving,78.2,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,0.0,0.0,100.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,82.7,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,0.0,0.0,78.4,68.6,82.7,Further_Mathematics,86.1,Agricultural_Science,56.5,4,3,2,0,0,0,Computer Science & IT,71.1,69.6,80.0,60.1,76.5,61.0,67.5,89.2,86.9,77.2,90.3,78.8,67.3,77.1,82.6,86.1,74.6,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,SSS1,Science,low,64.16,62.39,54.64,60.4,91.73,Declining,73.4,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6,0.0,0.0,72.1,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,0.0,0.0,53.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,0.0,0.0,60.05,43.7,53.0,Further_Mathematics,81.6,Biology,25.1,2,0,3,1,2,1,Engineering & Technology,71.6,67.0,51.0,90.6,50.7,58.2,81.3,64.3,55.1,80.8,54.8,38.9,63.3,80.5,25.1,81.6,56.8,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,SSS1,Science,high,80.42,81.68,80.49,80.86,98.84,Stable,80.7,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,83.1,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1,0.0,0.0,91.4,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,0.0,0.0,84.23,69.6,91.4,Physics,93.9,Chemistry,68.4,6,3,0,0,0,0,Computer Science & IT,90.5,64.5,76.5,91.3,100.0,61.7,91.7,54.3,87.2,80.2,100.0,77.0,93.9,68.4,77.9,81.2,92.6,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
